"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"2921","33","Female","72","Sunglasses","Accessories","Xl","Brown","Spring","Texas","Bi-Weekly","3","Free Shipping","Debit Card","False","False","High","4.9"
"2922","20","Female","24","Handbag","Accessories","M","Cyan","Fall","Wisconsin","Fortnightly","11","Standard","Cash","False","False","High","4.6"
"2923","45","Female","68","Sunglasses","Accessories","L","Beige","Winter","Kentucky","Quarterly","16","Express","Paypal","False","False","Low","3.5"
"2924","28","Female","70","Shirt","Clothing","M","Magenta","Spring","Pennsylvania","Quarterly","12","2-Day Shipping","Cash","False","False","Medium","4.2"
"2925","47","Female","64","Shirt","Clothing","L","Indigo","Winter","Rhode Island","Every 3 Months","37","Free Shipping","Debit Card","False","False","Medium","3.7"
"2926","54","Female","91","Sweater","Clothing","M","Maroon","Spring","Illinois","Every 3 Months","43","Store Pickup","Credit Card","False","False","Low","2.8"
"2927","64","Female","82","Handbag","Accessories","M","Gray","Winter","Maryland","Weekly","9","2-Day Shipping","Cash","False","False","High","4.8"
"2928","45","Female","24","Shirt","Clothing","M","Black","Summer","Missouri","Bi-Weekly","15","Express","Venmo","False","False","Low","2.7"
"2929","40","Female","80","Jewelry","Accessories","L","Yellow","Spring","Alabama","Weekly","17","Store Pickup","Credit Card","False","False","Medium","3.6"
"2930","31","Female","53","Socks","Clothing","Xl","White","Winter","Maine","Fortnightly","42","Next Day Air","Venmo","False","False","Medium","4.5"
"2931","38","Female","50","T-Shirt","Clothing","M","Orange","Spring","Mississippi","Monthly","14","Free Shipping","Venmo","False","False","Medium","4.0"
"2932","36","Female","31","Jewelry","Accessories","M","Magenta","Fall","Alabama","Bi-Weekly","49","2-Day Shipping","Credit Card","False","False","Medium","4.5"
"2933","65","Female","88","Backpack","Accessories","L","Black","Spring","Alaska","Quarterly","3","Express","Paypal","False","False","Medium","3.9"
"2934","27","Female","52","Hat","Accessories","M","Brown","Summer","Illinois","Monthly","28","Standard","Venmo","False","False","Medium","3.8"
"2935","38","Female","22","Gloves","Accessories","M","Orange","Fall","Idaho","Quarterly","41","Next Day Air","Bank Transfer","False","False","High","4.7"
"2936","58","Female","27","Sneakers","Footwear","Xl","Gray","Spring","North Carolina","Weekly","11","Standard","Venmo","False","False","High","4.6"
"2937","31","Female","34","Skirt","Clothing","M","White","Spring","Washington","Weekly","46","Express","Paypal","False","False","Medium","3.6"
"2938","28","Female","39","Handbag","Accessories","M","White","Spring","West Virginia","Weekly","15","2-Day Shipping","Credit Card","False","False","Medium","4.3"
"2939","28","Female","53","Sunglasses","Accessories","M","Violet","Fall","Maine","Monthly","15","Standard","Cash","False","False","Low","3.0"
"2940","32","Female","46","Sweater","Clothing","M","Beige","Winter","Kentucky","Weekly","34","Express","Venmo","False","False","Medium","4.3"
"2941","61","Female","85","Handbag","Accessories","L","Beige","Summer","Massachusetts","Monthly","13","Next Day Air","Cash","False","False","High","4.8"
"2942","38","Female","86","Skirt","Clothing","L","Purple","Spring","Pennsylvania","Monthly","27","Free Shipping","Paypal","False","False","Medium","3.7"
"2943","54","Female","63","Socks","Clothing","M","Brown","Summer","Hawaii","Weekly","37","Free Shipping","Bank Transfer","False","False","Low","2.6"
"2944","29","Female","44","Shirt","Clothing","M","Orange","Spring","Virginia","Monthly","37","Standard","Credit Card","False","False","Low","3.4"
"2945","50","Female","95","Sneakers","Footwear","Xl","Cyan","Summer","New York","Every 3 Months","4","Free Shipping","Venmo","False","False","Medium","3.9"
"2946","32","Female","49","Belt","Accessories","M","Charcoal","Summer","Delaware","Every 3 Months","1","Free Shipping","Credit Card","False","False","High","4.8"
"2947","38","Female","77","Pants","Clothing","L","Purple","Spring","Hawaii","Quarterly","29","Free Shipping","Bank Transfer","False","False","Low","2.8"
"2948","52","Female","63","Jewelry","Accessories","L","Peach","Spring","Nebraska","Annually","50","Standard","Venmo","False","False","Medium","4.4"
"2949","61","Female","83","Pants","Clothing","M","Violet","Winter","Vermont","Bi-Weekly","38","Standard","Debit Card","False","False","Low","3.1"
"2950","25","Female","93","Jewelry","Accessories","M","Peach","Spring","Iowa","Annually","15","Store Pickup","Paypal","False","False","Medium","3.8"
"2951","22","Female","91","Jeans","Clothing","S","Maroon","Winter","Iowa","Every 3 Months","44","2-Day Shipping","Debit Card","False","False","Medium","4.1"
"2952","47","Female","99","Scarf","Accessories","L","Maroon","Fall","Arkansas","Weekly","14","Free Shipping","Cash","False","False","High","4.6"
"2953","50","Female","24","Belt","Accessories","M","Peach","Spring","Alabama","Monthly","5","Next Day Air","Debit Card","False","False","High","4.9"
"2954","45","Female","82","Dress","Clothing","M","Silver","Summer","Maryland","Annually","11","Next Day Air","Credit Card","False","False","High","4.8"
"2955","33","Female","28","T-Shirt","Clothing","M","Indigo","Winter","South Dakota","Annually","15","Express","Credit Card","False","False","Medium","3.9"
"2956","42","Female","67","Boots","Footwear","M","Silver","Winter","Vermont","Annually","46","Free Shipping","Credit Card","False","False","Low","2.6"
"2957","52","Female","88","Dress","Clothing","M","Olive","Fall","Montana","Monthly","30","Standard","Venmo","False","False","Medium","3.7"
"2958","69","Female","70","Jewelry","Accessories","S","Gray","Fall","South Dakota","Annually","2","Standard","Cash","False","False","High","4.7"
"2959","55","Female","100","Skirt","Clothing","M","Black","Summer","Ohio","Monthly","28","Standard","Paypal","False","False","Medium","4.5"
"2960","38","Female","28","Handbag","Accessories","L","Maroon","Summer","Texas","Quarterly","9","Free Shipping","Paypal","False","False","High","4.7"
"2961","57","Female","48","Coat","Outerwear","S","Olive","Spring","Indiana","Weekly","47","Standard","Credit Card","False","False","Medium","3.6"
"2962","33","Female","43","Hoodie","Clothing","S","Gold","Fall","New Hampshire","Bi-Weekly","21","Free Shipping","Debit Card","False","False","Low","2.8"
"2963","57","Female","40","Pants","Clothing","L","Pink","Fall","California","Every 3 Months","42","Express","Credit Card","False","False","Medium","4.0"
"2964","52","Female","97","Boots","Footwear","M","Brown","Spring","Maine","Weekly","28","Free Shipping","Credit Card","False","False","Medium","3.6"
"2965","44","Female","25","Coat","Outerwear","S","White","Fall","Ohio","Fortnightly","13","2-Day Shipping","Venmo","False","False","Medium","3.8"
"2966","48","Female","45","Scarf","Accessories","M","Blue","Summer","Delaware","Fortnightly","25","Standard","Paypal","False","False","Medium","4.4"
"2967","52","Female","49","Boots","Footwear","L","Orange","Fall","Oklahoma","Every 3 Months","38","Store Pickup","Debit Card","False","False","Low","2.8"
"2968","34","Female","36","Sneakers","Footwear","L","Silver","Summer","Indiana","Annually","40","Free Shipping","Venmo","False","False","Low","3.4"
"2969","26","Female","48","Sweater","Clothing","S","Gray","Fall","South Carolina","Every 3 Months","25","Express","Cash","False","False","High","4.9"
"2970","36","Female","62","Belt","Accessories","S","Blue","Fall","Vermont","Every 3 Months","20","Next Day Air","Cash","False","False","Medium","4.3"
"2971","24","Female","74","Jewelry","Accessories","M","White","Winter","Kansas","Bi-Weekly","44","Free Shipping","Credit Card","False","False","Low","3.4"
"2972","30","Female","100","Handbag","Accessories","L","Yellow","Fall","Utah","Every 3 Months","9","Next Day Air","Paypal","False","False","Medium","3.9"
"2973","31","Female","39","Jacket","Outerwear","S","Indigo","Fall","New York","Every 3 Months","11","Free Shipping","Venmo","False","False","Medium","4.2"
"2974","25","Female","65","Boots","Footwear","M","Blue","Summer","Indiana","Fortnightly","3","Store Pickup","Bank Transfer","False","False","Low","2.7"
"2975","57","Female","99","Sneakers","Footwear","Xl","Peach","Summer","Tennessee","Weekly","34","Store Pickup","Credit Card","False","False","Medium","4.1"
"2976","61","Female","68","Scarf","Accessories","Xl","Lavender","Winter","Georgia","Every 3 Months","48","2-Day Shipping","Cash","False","False","Medium","4.5"
"2977","30","Female","97","Coat","Outerwear","M","Silver","Summer","Nebraska","Fortnightly","28","Express","Cash","False","False","Low","2.8"
"2978","38","Female","47","Shorts","Clothing","L","Gold","Winter","Washington","Annually","20","Standard","Venmo","False","False","Low","3.4"
"2979","53","Female","56","Shorts","Clothing","S","Cyan","Spring","Idaho","Fortnightly","49","Free Shipping","Bank Transfer","False","False","Medium","3.9"
"2980","31","Female","91","Jeans","Clothing","L","Olive","Fall","Louisiana","Weekly","14","Next Day Air","Paypal","False","False","Low","2.6"
"2981","70","Female","93","Gloves","Accessories","L","Teal","Fall","New Jersey","Monthly","9","2-Day Shipping","Bank Transfer","False","False","Medium","4.4"
"2982","21","Female","36","Pants","Clothing","L","Pink","Winter","Delaware","Annually","37","Standard","Venmo","False","False","High","4.9"
"2983","33","Female","45","Dress","Clothing","M","Orange","Summer","Wisconsin","Weekly","4","Store Pickup","Credit Card","False","False","Medium","3.6"
"2984","60","Female","44","Pants","Clothing","M","Charcoal","Winter","West Virginia","Quarterly","1","2-Day Shipping","Credit Card","False","False","Low","2.8"
"2985","45","Female","32","Gloves","Accessories","L","Red","Spring","Texas","Bi-Weekly","36","2-Day Shipping","Debit Card","False","False","Medium","4.3"
"2986","46","Female","36","Belt","Accessories","S","Teal","Summer","Hawaii","Bi-Weekly","21","Express","Cash","False","False","Low","3.0"
"2987","62","Female","85","Belt","Accessories","S","Silver","Summer","Arizona","Monthly","16","2-Day Shipping","Credit Card","False","False","Low","3.3"
"2988","63","Female","36","Skirt","Clothing","L","Black","Winter","Louisiana","Monthly","42","Store Pickup","Cash","False","False","Low","2.5"
"2989","69","Female","55","Socks","Clothing","S","Pink","Spring","Nevada","Monthly","31","2-Day Shipping","Debit Card","False","False","High","5.0"
"2990","46","Female","20","Belt","Accessories","Xl","Teal","Summer","Rhode Island","Weekly","6","2-Day Shipping","Credit Card","False","False","Medium","4.3"
"2991","69","Female","91","Shirt","Clothing","M","Teal","Fall","Illinois","Monthly","24","Free Shipping","Venmo","False","False","Medium","4.2"
"2992","66","Female","71","Dress","Clothing","L","Green","Summer","Utah","Bi-Weekly","7","Standard","Paypal","False","False","Medium","3.9"
"2993","41","Female","64","Socks","Clothing","M","Charcoal","Spring","North Dakota","Weekly","25","Store Pickup","Venmo","False","False","Medium","3.9"
"2994","32","Female","21","Jacket","Outerwear","L","Indigo","Spring","Kansas","Bi-Weekly","18","Free Shipping","Cash","False","False","Medium","4.2"
"2995","69","Female","100","Sweater","Clothing","S","White","Winter","Nevada","Quarterly","14","Store Pickup","Bank Transfer","False","False","Low","3.5"
"2996","29","Female","96","Jeans","Clothing","M","Orange","Summer","Virginia","Bi-Weekly","42","Standard","Debit Card","False","False","Low","2.5"
"2997","70","Female","91","Jewelry","Accessories","M","White","Spring","Utah","Every 3 Months","6","Express","Venmo","False","False","Low","2.9"
"2998","41","Female","40","Sweater","Clothing","S","Yellow","Spring","Idaho","Every 3 Months","14","Next Day Air","Venmo","False","False","Low","2.7"
"2999","31","Female","53","Hoodie","Clothing","M","Red","Summer","Alaska","Quarterly","30","Express","Debit Card","False","False","High","4.7"
"3000","31","Female","48","Sunglasses","Accessories","S","Charcoal","Winter","New Hampshire","Monthly","10","Standard","Cash","False","False","Medium","3.8"
"3001","57","Female","70","Sandals","Footwear","M","Lavender","Winter","Ohio","Weekly","7","Express","Paypal","False","False","Medium","3.7"
"3002","29","Female","29","Coat","Outerwear","L","Charcoal","Summer","Montana","Quarterly","28","Express","Credit Card","False","False","High","4.7"
"3003","70","Female","29","Belt","Accessories","M","Maroon","Fall","Louisiana","Quarterly","19","Next Day Air","Bank Transfer","False","False","Medium","3.6"
"3004","51","Female","53","Blouse","Clothing","M","Brown","Fall","Oregon","Every 3 Months","13","Express","Credit Card","False","False","Low","2.8"
"3005","45","Female","79","Skirt","Clothing","M","Lavender","Winter","Arizona","Fortnightly","23","Store Pickup","Venmo","False","False","Medium","3.7"
"3006","18","Female","65","Shorts","Clothing","Xl","Brown","Spring","Alaska","Weekly","5","Express","Venmo","False","False","Low","3.5"
"3007","37","Female","99","Dress","Clothing","M","Olive","Summer","Utah","Bi-Weekly","17","Store Pickup","Venmo","False","False","Medium","3.7"
"3008","23","Female","60","Sunglasses","Accessories","L","Lavender","Winter","New York","Weekly","31","Next Day Air","Venmo","False","False","Low","3.0"
"3009","39","Female","86","Shoes","Footwear","M","Gold","Winter","New Mexico","Weekly","19","Free Shipping","Paypal","False","False","High","4.9"
"3010","62","Female","73","Belt","Accessories","M","Silver","Winter","Louisiana","Fortnightly","8","Free Shipping","Venmo","False","False","High","4.6"
"3011","70","Female","45","Belt","Accessories","M","Violet","Winter","Ohio","Annually","15","Free Shipping","Credit Card","False","False","Low","3.3"
"3012","20","Female","70","Belt","Accessories","S","Brown","Summer","Nevada","Every 3 Months","18","Next Day Air","Credit Card","False","False","Low","3.0"
"3013","42","Female","65","Belt","Accessories","M","Teal","Fall","Idaho","Annually","16","Standard","Paypal","False","False","Low","3.5"
"3014","41","Female","55","Skirt","Clothing","L","Peach","Summer","Arizona","Monthly","13","Store Pickup","Cash","False","False","Medium","4.2"
"3015","24","Female","65","T-Shirt","Clothing","M","Maroon","Spring","Utah","Every 3 Months","38","Express","Paypal","False","False","Medium","4.5"
"3016","37","Female","21","Scarf","Accessories","Xl","Lavender","Spring","Wyoming","Bi-Weekly","27","Express","Bank Transfer","False","False","Low","2.8"
"3017","30","Female","26","Blouse","Clothing","L","Lavender","Summer","Indiana","Quarterly","31","Store Pickup","Bank Transfer","False","False","High","4.9"
"3018","58","Female","71","Sunglasses","Accessories","S","Purple","Summer","Wisconsin","Bi-Weekly","24","Next Day Air","Cash","False","False","Low","3.3"
"3019","43","Female","41","Boots","Footwear","M","Green","Summer","Texas","Bi-Weekly","21","Free Shipping","Debit Card","False","False","Low","3.0"
"3020","19","Female","44","Jacket","Outerwear","M","Yellow","Winter","Utah","Annually","15","2-Day Shipping","Paypal","False","False","Medium","3.9"
"3021","23","Female","81","Jeans","Clothing","S","Charcoal","Fall","Arkansas","Every 3 Months","48","Store Pickup","Venmo","False","False","Low","2.8"
"3022","65","Female","77","Sunglasses","Accessories","S","Blue","Summer","Pennsylvania","Quarterly","47","2-Day Shipping","Cash","False","False","Medium","4.5"
"3023","58","Female","26","Sandals","Footwear","M","Lavender","Fall","Georgia","Weekly","23","Free Shipping","Paypal","False","False","Medium","4.0"
"3024","50","Female","31","Backpack","Accessories","M","Brown","Summer","Indiana","Quarterly","4","Express","Paypal","False","False","Low","2.9"
"3025","67","Female","82","Blouse","Clothing","S","White","Spring","Idaho","Every 3 Months","47","Free Shipping","Credit Card","False","False","Medium","4.0"
"3026","40","Female","60","Shoes","Footwear","Xl","Green","Summer","Montana","Monthly","7","Store Pickup","Paypal","False","False","Low","3.4"
"3027","55","Female","70","Shirt","Clothing","L","Magenta","Fall","Tennessee","Annually","6","Free Shipping","Credit Card","False","False","Low","2.5"
"3028","52","Female","26","Hoodie","Clothing","Xl","Peach","Winter","West Virginia","Quarterly","47","2-Day Shipping","Credit Card","False","False","Low","2.8"
"3029","62","Female","100","Dress","Clothing","L","Charcoal","Summer","California","Every 3 Months","7","Free Shipping","Paypal","False","False","Low","3.0"
"3030","64","Female","82","Dress","Clothing","M","Gold","Summer","Georgia","Quarterly","1","Free Shipping","Debit Card","False","False","Low","3.1"
"3031","43","Female","24","Sneakers","Footwear","Xl","Purple","Spring","Maryland","Weekly","23","2-Day Shipping","Credit Card","False","False","Low","2.6"
"3032","61","Female","74","Blouse","Clothing","L","Teal","Summer","Idaho","Monthly","30","2-Day Shipping","Credit Card","False","False","High","4.9"
"3033","26","Female","58","Backpack","Accessories","Xl","Green","Summer","California","Quarterly","24","Next Day Air","Credit Card","False","False","Low","3.5"
"3034","22","Female","56","Sweater","Clothing","L","Orange","Spring","Alabama","Weekly","9","Store Pickup","Paypal","False","False","Low","2.6"
"3035","51","Female","37","Boots","Footwear","L","Peach","Spring","Utah","Quarterly","25","2-Day Shipping","Credit Card","False","False","Low","3.5"
"3036","69","Female","64","Handbag","Accessories","M","Gold","Spring","Kentucky","Bi-Weekly","18","Free Shipping","Cash","False","False","Medium","4.5"
"3037","50","Female","58","Hoodie","Clothing","S","Violet","Spring","Vermont","Fortnightly","7","Next Day Air","Venmo","False","False","Medium","4.3"
"3038","51","Female","44","Belt","Accessories","L","Charcoal","Summer","Iowa","Annually","2","Next Day Air","Cash","False","False","High","4.8"
"3039","56","Female","39","Jewelry","Accessories","M","Brown","Summer","Georgia","Annually","36","Free Shipping","Debit Card","False","False","Medium","4.2"
"3040","59","Female","48","Blouse","Clothing","L","Blue","Spring","Alabama","Bi-Weekly","31","Next Day Air","Paypal","False","False","Low","3.2"
"3041","18","Female","32","Handbag","Accessories","M","Gold","Fall","Nebraska","Fortnightly","10","Express","Cash","False","False","Medium","4.1"
"3042","48","Female","79","Handbag","Accessories","M","Orange","Winter","Rhode Island","Monthly","27","Express","Paypal","False","False","Medium","4.0"
"3043","53","Female","27","Coat","Outerwear","L","Turquoise","Winter","South Dakota","Every 3 Months","14","Next Day Air","Paypal","False","False","Low","2.9"
"3044","45","Female","98","Belt","Accessories","S","Peach","Fall","Illinois","Monthly","17","Store Pickup","Credit Card","False","False","Low","2.6"
"3045","21","Female","67","Boots","Footwear","M","Magenta","Winter","North Carolina","Quarterly","10","Free Shipping","Bank Transfer","False","False","Low","2.7"
"3046","42","Female","37","Socks","Clothing","L","Black","Winter","Florida","Bi-Weekly","4","2-Day Shipping","Paypal","False","False","High","4.6"
"3047","60","Female","49","Shoes","Footwear","M","White","Spring","Pennsylvania","Every 3 Months","25","Store Pickup","Cash","False","False","Low","3.2"
"3048","21","Female","74","Sneakers","Footwear","M","Violet","Fall","Vermont","Bi-Weekly","3","2-Day Shipping","Paypal","False","False","Medium","4.1"
"3049","69","Female","93","Jewelry","Accessories","M","Olive","Summer","Colorado","Fortnightly","47","Standard","Venmo","False","False","Medium","3.9"
"3050","40","Female","60","Handbag","Accessories","L","Red","Summer","Utah","Bi-Weekly","41","Next Day Air","Bank Transfer","False","False","Low","3.0"
"3051","31","Female","76","Coat","Outerwear","S","Green","Spring","Kentucky","Every 3 Months","28","Standard","Venmo","False","False","Medium","3.6"
"3052","44","Female","64","Sunglasses","Accessories","L","Gold","Summer","Wyoming","Every 3 Months","49","Express","Debit Card","False","False","High","4.6"
"3053","48","Female","38","Shoes","Footwear","Xl","Olive","Spring","Maine","Fortnightly","7","Store Pickup","Bank Transfer","False","False","Medium","4.5"
"3054","32","Female","91","Shoes","Footwear","L","Brown","Winter","Maine","Monthly","22","Next Day Air","Bank Transfer","False","False","Low","3.2"
"3055","42","Female","70","Boots","Footwear","S","Magenta","Summer","New Hampshire","Monthly","34","2-Day Shipping","Venmo","False","False","High","4.9"
"3056","27","Female","22","Sandals","Footwear","M","Violet","Fall","Kansas","Bi-Weekly","5","Standard","Debit Card","False","False","High","5.0"
"3057","69","Female","59","Gloves","Accessories","M","Beige","Spring","New Jersey","Bi-Weekly","15","Standard","Cash","False","False","Medium","3.8"
"3058","67","Female","22","Backpack","Accessories","M","Blue","Spring","North Carolina","Weekly","26","Next Day Air","Bank Transfer","False","False","Low","3.4"
"3059","41","Female","74","Handbag","Accessories","S","Orange","Winter","West Virginia","Fortnightly","3","Store Pickup","Bank Transfer","False","False","Medium","3.8"
"3060","46","Female","71","Sweater","Clothing","L","Maroon","Spring","Kentucky","Quarterly","42","Express","Credit Card","False","False","Low","3.2"
"3061","47","Female","80","Coat","Outerwear","S","Charcoal","Summer","California","Monthly","1","Store Pickup","Venmo","False","False","High","4.7"
"3062","33","Female","59","T-Shirt","Clothing","L","Olive","Fall","South Dakota","Every 3 Months","20","Express","Paypal","False","False","Medium","4.5"
"3063","51","Female","96","Backpack","Accessories","L","Green","Fall","California","Monthly","39","Standard","Paypal","False","False","Low","3.3"
"3064","26","Female","43","Sunglasses","Accessories","L","Brown","Winter","Connecticut","Fortnightly","24","Store Pickup","Credit Card","False","False","Medium","3.9"
"3065","22","Female","76","Belt","Accessories","S","Cyan","Winter","Idaho","Quarterly","49","Express","Bank Transfer","False","False","Medium","3.6"
"3066","49","Female","59","Jacket","Outerwear","M","Beige","Fall","North Dakota","Bi-Weekly","7","Store Pickup","Venmo","False","False","Low","2.8"
"3067","58","Female","48","Skirt","Clothing","L","Teal","Summer","Michigan","Every 3 Months","13","Free Shipping","Venmo","False","False","Medium","4.3"
"3068","70","Female","22","Belt","Accessories","S","Gray","Spring","Missouri","Weekly","2","Free Shipping","Cash","False","False","Low","3.5"
"3069","32","Female","40","Boots","Footwear","M","Indigo","Winter","California","Weekly","4","Express","Debit Card","False","False","Medium","4.2"
"3070","62","Female","73","Jeans","Clothing","L","Magenta","Spring","Delaware","Quarterly","17","Express","Debit Card","False","False","High","4.6"
"3071","52","Female","26","Shoes","Footwear","Xl","Red","Fall","Alabama","Bi-Weekly","43","Free Shipping","Paypal","False","False","Low","2.6"
"3072","23","Female","41","Sweater","Clothing","L","Turquoise","Spring","New Hampshire","Monthly","6","Next Day Air","Paypal","False","False","Low","3.4"
"3073","26","Female","98","Jewelry","Accessories","L","Peach","Spring","New York","Quarterly","46","Standard","Paypal","False","False","Low","3.1"
"3074","58","Female","63","Shirt","Clothing","L","White","Winter","Oregon","Bi-Weekly","7","Free Shipping","Debit Card","False","False","Medium","3.6"
"3075","26","Female","55","Boots","Footwear","L","Maroon","Winter","Massachusetts","Fortnightly","34","Next Day Air","Debit Card","False","False","Medium","4.2"
"3076","54","Female","90","Shorts","Clothing","Xl","Beige","Winter","Utah","Every 3 Months","21","Standard","Paypal","False","False","Medium","3.6"
"3077","66","Female","46","Handbag","Accessories","M","Blue","Summer","New Hampshire","Bi-Weekly","13","Express","Venmo","False","False","Medium","3.6"
"3078","60","Female","88","Sweater","Clothing","S","Red","Spring","Illinois","Bi-Weekly","33","Store Pickup","Debit Card","False","False","Low","3.0"
"3079","32","Female","95","Belt","Accessories","M","Blue","Spring","Alaska","Bi-Weekly","24","2-Day Shipping","Bank Transfer","False","False","Low","2.5"
"3080","48","Female","31","Belt","Accessories","M","Maroon","Fall","Wyoming","Annually","4","Store Pickup","Bank Transfer","False","False","Medium","4.0"
"3081","69","Female","42","Hoodie","Clothing","L","Yellow","Spring","Colorado","Bi-Weekly","5","Next Day Air","Cash","False","False","Medium","4.1"
"3082","64","Female","44","Sneakers","Footwear","L","Pink","Winter","Vermont","Weekly","11","Next Day Air","Credit Card","False","False","High","4.9"
"3083","56","Female","99","T-Shirt","Clothing","M","Maroon","Spring","Utah","Annually","20","Next Day Air","Bank Transfer","False","False","Medium","4.0"
"3084","22","Female","20","Pants","Clothing","S","Purple","Summer","Illinois","Quarterly","28","Store Pickup","Paypal","False","False","Low","3.5"
"3085","46","Female","37","Scarf","Accessories","S","Indigo","Spring","Idaho","Monthly","43","Store Pickup","Paypal","False","False","Low","3.2"
"3086","24","Female","50","Sweater","Clothing","L","Gray","Winter","Nevada","Every 3 Months","10","Store Pickup","Venmo","False","False","Low","2.8"
"3087","47","Female","73","Handbag","Accessories","M","Lavender","Summer","Utah","Every 3 Months","26","Next Day Air","Venmo","False","False","Low","3.5"
"3088","62","Female","84","Shirt","Clothing","M","Charcoal","Spring","North Carolina","Monthly","29","Free Shipping","Bank Transfer","False","False","Low","3.1"
"3089","34","Female","64","Dress","Clothing","M","Teal","Spring","Arkansas","Quarterly","35","Store Pickup","Bank Transfer","False","False","Low","3.3"
"3090","50","Female","21","Sandals","Footwear","L","Blue","Fall","North Carolina","Bi-Weekly","23","Free Shipping","Cash","False","False","High","4.6"
"3091","29","Female","36","Shirt","Clothing","M","Peach","Summer","Texas","Quarterly","15","Store Pickup","Bank Transfer","False","False","High","4.9"
"3092","68","Female","81","Dress","Clothing","L","Orange","Winter","Nevada","Annually","46","2-Day Shipping","Credit Card","False","False","Low","3.4"
"3093","52","Female","54","Sunglasses","Accessories","L","Silver","Fall","Utah","Bi-Weekly","14","Next Day Air","Bank Transfer","False","False","Low","3.5"
"3094","29","Female","63","Socks","Clothing","L","Red","Summer","Pennsylvania","Every 3 Months","17","Store Pickup","Cash","False","False","High","4.8"
"3095","22","Female","59","Sandals","Footwear","M","Gray","Summer","Georgia","Weekly","9","Store Pickup","Cash","False","False","Low","2.7"
"3096","62","Female","53","Hat","Accessories","S","Beige","Fall","Minnesota","Fortnightly","13","Standard","Venmo","False","False","Low","3.4"
"3097","69","Female","63","Shirt","Clothing","L","White","Winter","Kansas","Monthly","20","Next Day Air","Bank Transfer","False","False","Low","3.5"
"3098","48","Female","33","Shoes","Footwear","M","Silver","Fall","Delaware","Quarterly","39","Free Shipping","Bank Transfer","False","False","Medium","3.7"
"3099","66","Female","64","Pants","Clothing","L","Cyan","Summer","New Mexico","Quarterly","50","Next Day Air","Bank Transfer","False","False","Low","3.3"
"3100","42","Female","98","Shirt","Clothing","S","Maroon","Fall","Michigan","Bi-Weekly","21","Free Shipping","Bank Transfer","False","False","Low","2.9"
"3101","50","Female","85","Hat","Accessories","L","Purple","Winter","Vermont","Weekly","3","Express","Bank Transfer","False","False","Medium","3.9"
"3102","32","Female","82","Jewelry","Accessories","S","Brown","Summer","Idaho","Fortnightly","9","Express","Paypal","False","False","Low","2.7"
"3103","51","Female","85","Jacket","Outerwear","M","Green","Summer","South Dakota","Bi-Weekly","29","Standard","Cash","False","False","Medium","4.3"
"3104","27","Female","37","Shirt","Clothing","S","Peach","Winter","Illinois","Weekly","42","2-Day Shipping","Bank Transfer","False","False","Low","3.0"
"3105","43","Female","56","Pants","Clothing","S","Turquoise","Summer","Georgia","Fortnightly","41","2-Day Shipping","Debit Card","False","False","High","5.0"
"3106","48","Female","33","Skirt","Clothing","M","Olive","Fall","Oregon","Monthly","17","Express","Debit Card","False","False","Low","2.7"
"3107","62","Female","57","Sandals","Footwear","M","Yellow","Winter","Alabama","Annually","20","Next Day Air","Paypal","False","False","High","4.7"
"3108","65","Female","31","Blouse","Clothing","L","Gray","Winter","Hawaii","Bi-Weekly","18","Standard","Credit Card","False","False","High","4.6"
"3109","50","Female","69","Socks","Clothing","M","Purple","Fall","Oregon","Monthly","7","2-Day Shipping","Paypal","False","False","Low","3.2"
"3110","60","Female","92","Jacket","Outerwear","M","Gray","Winter","Illinois","Fortnightly","47","Free Shipping","Bank Transfer","False","False","Medium","4.3"
"3111","19","Female","46","Handbag","Accessories","L","Lavender","Fall","Texas","Bi-Weekly","2","Next Day Air","Bank Transfer","False","False","High","4.6"
"3112","21","Female","81","Belt","Accessories","Xl","Indigo","Spring","Kansas","Quarterly","25","Free Shipping","Debit Card","False","False","High","4.9"
"3113","19","Female","97","Blouse","Clothing","S","Green","Fall","Texas","Annually","26","Express","Venmo","False","False","Medium","3.8"
"3114","46","Female","93","Shirt","Clothing","L","Green","Summer","Nebraska","Weekly","2","Express","Debit Card","False","False","Low","2.6"
"3115","21","Female","56","Handbag","Accessories","M","Olive","Spring","Arkansas","Bi-Weekly","45","Store Pickup","Venmo","False","False","High","4.7"
"3116","26","Female","53","Scarf","Accessories","M","Charcoal","Fall","South Dakota","Bi-Weekly","9","Free Shipping","Bank Transfer","False","False","Medium","4.1"
"3117","50","Female","66","Coat","Outerwear","L","Gray","Spring","Montana","Weekly","1","Store Pickup","Venmo","False","False","Medium","3.7"
"3118","43","Female","50","Hoodie","Clothing","M","Olive","Fall","Florida","Bi-Weekly","4","Free Shipping","Paypal","False","False","Low","3.0"
"3119","61","Female","97","Shorts","Clothing","L","Blue","Summer","Virginia","Quarterly","31","Standard","Debit Card","False","False","High","4.7"
"3120","63","Female","79","Sandals","Footwear","Xl","Silver","Winter","Louisiana","Every 3 Months","21","2-Day Shipping","Credit Card","False","False","High","4.7"
"3121","46","Female","76","Shirt","Clothing","M","Magenta","Fall","Louisiana","Fortnightly","32","Store Pickup","Debit Card","False","False","Medium","4.0"
